query_id,arm,ndcg@10,recall@5,recall@10,recall@100,mrr@10
2306,rrf_rerank,0.386853,0.500000,0.500000,0.500000,0.500000
2316,bm25,1.000000,1.000000,1.000000,1.000000,1.000000
2316,dense,1.000000,1.000000,1.000000,1.000000,1.000000
2316,rrf,1.000000,1.000000,1.000000,1.000000,1.000000
2316,rrf_rerank,1.000000,1.000000,1.000000,1.000000,1.000000
2318,bm25,0.000000,0.000000,0.000000,1.000000,0.000000
2318,dense,0.000000,0.000000,0.000000,1.000000,0.000000
2318,rrf,0.356207,0.000000,1.000000,1.000000,0.166667
2318,rrf_rerank,0.315465,0.000000,1.000000,1.000000,0.125000
2330,bm25,0.613147,0.500000,0.500000,0.500000,1.000000
2330,dense,0.919721,1.000000,1.000000,1.000000,1.000000
2330,rrf,0.613147,0.500000,0.500000,1.000000,1.000000
2330,rrf_rerank,0.613147,0.500000,0.500000,1.000000,1.000000
2334,bm25,0.296082,0.333333,0.333333,1.000000,0.500000
2334,dense,0.703918,0.666667,0.666667,1.000000,1.000000
2334,rrf,0.469279,0.333333,0.333333,1.000000,1.000000
2334,rrf_rerank,0.845185,0.666667,1.000000,1.000000,1.000000
2348,bm25,0.330138,0.133333,0.133333,0.466667,1.000000
2348,dense,0.384311,0.133333,0.200000,0.533333,1.000000
2348,rrf,0.627507,0.266667,0.333333,0.600000,1.000000
2348,rrf_rerank,0.502204,0.266667,0.333333,0.600000,0.500000
2376,bm25,0.553828,0.250000,0.500000,1.000000,1.000000
2376,dense,0.817834,0.500000,0.750000,1.000000,1.000000
2376,rrf,0.920205,0.625000,0.875000,1.000000,1.000000
2376,rrf_rerank,0.713417,0.375000,0.625000,1.000000,1.000000
2383,bm25,0.613147,0.500000,0.500000,0.500000,1.000000
2383,dense,0.613147,0.500000,0.500000,0.500000,1.000000
2383,rrf,0.613147,0.500000,0.500000,0.500000,1.000000
2383,rrf_rerank,0.613147,0.500000,0.500000,0.500000,1.000000
2384,bm25,0.000000,0.000000,0.000000,1.000000,0.000000
2384,dense,0.500000,1.000000,1.000000,1.000000,0.333333
2384,rrf,0.500000,1.000000,1.000000,1.000000,0.333333
2384,rrf_rerank,0.500000,1.000000,1.000000,1.000000,0.333333
2385,bm25,0.613147,0.500000,0.500000,0.500000,1.000000
2385,dense,0.613147,0.500000,0.500000,0.500000,1.000000
2385,rrf,0.613147,0.500000,0.500000,0.500000,1.000000
2385,rrf_rerank,0.613147,0.500000,0.500000,0.500000,1.000000
2388,bm25,1.000000,1.000000,1.000000,1.000000,1.000000
2388,dense,1.000000,1.000000,1.000000,1.000000,1.000000
2388,rrf,1.000000,1.000000,1.000000,1.000000,1.000000
2388,rrf_rerank,0.630930,1.000000,1.000000,1.000000,0.500000
2395,bm25,0.630930,1.000000,1.000000,1.000000,0.500000
2395,dense,0.301030,0.000000,1.000000,1.000000,0.111111
2395,rrf,0.500000,1.000000,1.000000,1.000000,0.333333
2395,rrf_rerank,0.386853,1.000000,1.000000,1.000000,0.200000
2398,bm25,0.000000,0.000000,0.000000,0.200000,0.000000
2398,dense,0.000000,0.000000,0.000000,0.400000,0.000000
2398,rrf,0.000000,0.000000,0.000000,0.200000,0.000000
2398,rrf_rerank,0.146068,0.200000,0.200000,0.200000,0.250000
2399,bm25,0.500000,1.000000,1.000000,1.000000,0.333333
2399,dense,1.000000,1.000000,1.000000,1.000000,1.000000
2399,rrf,1.000000,1.000000,1.000000,1.000000,1.000000
2399,rrf_rerank,1.000000,1.000000,1.000000,1.000000,1.000000
2400,bm25,0.202107,0.333333,0.333333,0.666667,0.250000
2400,dense,0.296082,0.333333,0.333333,0.666667,0.500000
2400,rrf,0.401800,0.333333,0.666667,0.666667,0.333333
2400,rrf_rerank,0.703918,0.666667,0.666667,0.666667,1.000000
2407,bm25,0.390380,0.250000,0.250000,0.250000,1.000000
2407,dense,0.000000,0.000000,0.000000,0.750000,0.000000
2407,rrf,0.195190,0.250000,0.250000,0.750000,0.333333
2407,rrf_rerank,0.246302,0.250000,0.250000,0.750000,0.500000
2416,bm25,0.529436,0.250000,0.500000,0.750000,1.000000
2416,dense,0.709527,0.750000,0.750000,1.000000,1.000000
2416,rrf,0.558508,0.500000,0.500000,1.000000,1.000000
2416,rrf_rerank,0.753698,0.750000,0.750000,1.000000,1.000000
2423,bm25,0.274876,0.142857,0.142857,0.714286,1.000000
2423,dense,0.279764,0.285714,0.285714,0.571429,0.500000
2423,rrf,0.412314,0.285714,0.285714,0.714286,1.000000
2423,rrf_rerank,0.361590,0.142857,0.285714,0.714286,1.000000
2443,bm25,0.000000,0.000000,0.000000,1.000000,0.000000
2443,dense,0.000000,0.000000,0.000000,1.000000,0.000000
2443,rrf,0.000000,0.000000,0.000000,1.000000,0.000000
2443,rrf_rerank,0.000000,0.000000,0.000000,1.000000,0.000000
2445,bm25,1.000000,1.000000,1.000000,1.000000,1.000000
2445,dense,1.000000,1.000000,1.000000,1.000000,1.000000
2445,rrf,1.000000,1.000000,1.000000,1.000000,1.000000
2445,rrf_rerank,1.000000,1.000000,1.000000,1.000000,1.000000
2460,bm25,0.625705,0.333333,0.666667,1.000000,1.000000
2460,dense,1.000000,1.000000,1.000000,1.000000,1.000000
2460,rrf,0.946902,1.000000,1.000000,1.000000,1.000000
2460,rrf_rerank,0.732829,1.000000,1.000000,1.000000,0.500000
2465,bm25,0.000000,0.000000,0.000000,0.000000,0.000000
2465,dense,0.000000,0.000000,0.000000,0.000000,0.000000
2465,rrf,0.000000,0.000000,0.000000,0.000000,0.000000
2465,rrf_rerank,0.000000,0.000000,0.000000,0.000000,0.000000
2472,bm25,0.000000,0.000000,0.000000,0.000000,0.000000
2472,dense,0.000000,0.000000,0.000000,0.666667,0.000000
2472,rrf,0.000000,0.000000,0.000000,0.666667,0.000000
2472,rrf_rerank,0.000000,0.000000,0.000000,0.666667,0.000000
2486,bm25,0.500000,1.000000,1.000000,1.000000,0.333333
2486,dense,1.000000,1.000000,1.000000,1.000000,1.000000
2486,rrf,1.000000,1.000000,1.000000,1.000000,1.000000
2486,rrf_rerank,1.000000,1.000000,1.000000,1.000000,1.000000
2498,bm25,0.000000,0.000000,0.000000,1.000000,0.000000
2498,dense,0.000000,0.000000,0.000000,0.000000,0.000000
2498,rrf,0.000000,0.000000,0.000000,1.000000,0.000000
2498,rrf_rerank,0.000000,0.000000,0.000000,1.000000,0.000000
2513,bm25,0.000000,0.000000,0.000000,0.000000,0.000000
2513,dense,0.000000,0.000000,0.000000,1.000000,0.000000
2513,rrf,0.000000,0.000000,0.000000,1.000000,0.000000
2513,rrf_rerank,0.000000,0.000000,0.000000,1.000000,0.000000
2516,bm25,0.390380,0.250000,0.250000,0.500000,1.000000
2516,dense,0.636682,0.500000,0.500000,0.500000,1.000000
2516,rrf,0.507896,0.250000,0.500000,0.500000,1.000000
2516,rrf_rerank,0.585570,0.500000,0.500000,0.500000,1.000000
2549,bm25,0.000000,0.000000,0.000000,0.500000,0.000000
2549,dense,0.000000,0.000000,0.000000,0.500000,0.000000
2549,rrf,0.237198,0.500000,0.500000,0.500000,0.200000
2549,rrf_rerank,0.264068,0.500000,0.500000,0.500000,0.250000
2551,bm25,0.000000,0.000000,0.000000,0.333333,0.000000
2551,dense,1.000000,1.000000,1.000000,1.000000,1.000000
2551,rrf,0.697882,0.666667,1.000000,1.000000,0.500000
2551,rrf_rerank,0.732829,1.000000,1.000000,1.000000,0.500000
2568,bm25,0.000000,0.000000,0.000000,0.142857,0.000000
2568,dense,0.518651,0.428571,0.428571,0.857143,1.000000
2568,rrf,0.173428,0.142857,0.142857,0.714286,0.500000
2568,rrf_rerank,0.274876,0.142857,0.142857,0.714286,1.000000
2579,bm25,0.000000,0.000000,0.000000,0.333333,0.000000
2579,dense,0.298710,0.166667,0.333333,0.500000,0.500000
2579,rrf,0.242394,0.166667,0.333333,0.500000,0.333333
2579,rrf_rerank,0.302602,0.166667,0.166667,0.500000,1.000000
2580,bm25,0.765361,0.666667,0.666667,0.666667,1.000000
2580,dense,0.469279,0.333333,0.333333,1.000000,1.000000
2580,rrf,0.765361,0.666667,0.666667,1.000000,1.000000
2580,rrf_rerank,0.765361,0.666667,0.666667,1.000000,1.000000
2587,bm25,1.000000,1.000000,1.000000,1.000000,1.000000
2587,dense,1.000000,1.000000,1.000000,1.000000,1.000000
2587,rrf,1.000000,1.000000,1.000000,1.000000,1.000000
2587,rrf_rerank,1.000000,1.000000,1.000000,1.000000,1.000000
2589,bm25,0.416181,0.666667,0.666667,1.000000,0.333333
2589,dense,0.946902,1.000000,1.000000,1.000000,1.000000
2589,rrf,0.932521,0.666667,1.000000,1.000000,1.000000
2589,rrf_rerank,0.860344,0.666667,1.000000,1.000000,1.000000
2590,bm25,0.156426,0.000000,0.333333,0.666667,0.142857
2590,dense,0.469279,0.333333,0.333333,1.000000,1.000000
2590,rrf,0.469279,0.333333,0.333333,0.666667,1.000000
2590,rrf_rerank,0.469279,0.333333,0.333333,0.666667,1.000000
2593,bm25,0.671386,0.666667,0.666667,0.666667,1.000000
2593,dense,0.296082,0.333333,0.333333,0.666667,0.500000
2593,rrf,0.636439,0.333333,0.666667,0.666667,1.000000
2593,rrf_rerank,0.498189,0.666667,0.666667,0.666667,0.500000
2598,bm25,0.218407,0.000000,0.500000,0.500000,0.166667
2598,dense,0.386853,0.500000,0.500000,1.000000,0.500000
2598,rrf,0.306574,0.500000,0.500000,1.000000,0.333333
2598,rrf_rerank,0.613147,0.500000,0.500000,1.000000,1.000000
26,bm25,0.184576,0.000000,0.500000,0.500000,0.111111
26,dense,0.218407,0.000000,0.500000,1.000000,0.166667
26,rrf,0.000000,0.000000,0.000000,1.000000,0.000000
26,rrf_rerank,0.204382,0.000000,0.500000,1.000000,0.142857
2648,bm25,1.000000,1.000000,1.000000,1.000000,1.000000
2648,dense,1.000000,1.000000,1.000000,1.000000,1.000000
2648,rrf,1.000000,1.000000,1.000000,1.000000,1.000000
2648,rrf_rerank,0.500000,1.000000,1.000000,1.000000,0.333333
2676,bm25,0.000000,0.000000,0.000000,1.000000,0.000000
2676,dense,0.630930,1.000000,1.000000,1.000000,0.500000
2676,rrf,0.430677,1.000000,1.000000,1.000000,0.250000
2676,rrf_rerank,0.500000,1.000000,1.000000,1.000000,0.333333
2685,bm25,0.000000,0.000000,0.000000,0.125000,0.000000
2685,dense,0.252943,0.125000,0.125000,0.250000,1.000000
2685,rrf,0.252943,0.125000,0.125000,0.250000,1.000000
2685,rrf_rerank,0.159589,0.125000,0.125000,0.250000,0.500000
2695,bm25,1.000000,1.000000,1.000000,1.000000,1.000000
2695,dense,1.000000,1.000000,1.000000,1.000000,1.000000
2695,rrf,1.000000,1.000000,1.000000,1.000000,1.000000
2695,rrf_rerank,1.000000,1.000000,1.000000,1.000000,1.000000
2713,bm25,0.193426,0.000000,0.500000,0.500000,0.125000
2713,dense,0.000000,0.000000,0.000000,0.500000,0.000000
2713,rrf,0.237198,0.500000,0.500000,0.500000,0.200000
2713,rrf_rerank,0.000000,0.000000,0.000000,0.500000,0.000000
2724,bm25,0.237198,0.500000,0.500000,1.000000,0.200000
2724,dense,0.204382,0.000000,0.500000,1.000000,0.142857
2724,rrf,0.500000,0.500000,1.000000,1.000000,0.333333
2724,rrf_rerank,0.237198,0.500000,0.500000,1.000000,0.200000
2737,bm25,0.301030,0.000000,1.000000,1.000000,0.111111
2737,dense,1.000000,1.000000,1.000000,1.000000,1.000000
2737,rrf,0.630930,1.000000,1.000000,1.000000,0.500000
2737,rrf_rerank,1.000000,1.000000,1.000000,1.000000,1.000000
2747,bm25,0.000000,0.000000,0.000000,1.000000,0.000000
2747,dense,0.500000,1.000000,1.000000,1.000000,0.333333
2747,rrf,0.333333,0.000000,1.000000,1.000000,0.142857
2747,rrf_rerank,0.430677,1.000000,1.000000,1.000000,0.250000
2749,bm25,0.613147,0.500000,0.500000,0.500000,1.000000
2749,dense,1.000000,1.000000,1.000000,1.000000,1.000000
2749,rrf,0.613147,0.500000,0.500000,1.000000,1.000000
2749,rrf_rerank,1.000000,1.000000,1.000000,1.000000,1.000000
2790,bm25,0.243775,0.285714,0.285714,0.428571,0.333333
2790,dense,0.357622,0.142857,0.285714,0.428571,1.000000
2790,rrf,0.412314,0.285714,0.285714,0.571429,1.000000
2790,rrf_rerank,0.274876,0.142857,0.142857,0.571429,1.000000
2801,bm25,0.613147,0.500000,0.500000,1.000000,1.000000
2801,dense,0.613147,0.500000,0.500000,0.500000,1.000000
2801,rrf,0.613147,0.500000,0.500000,1.000000,1.000000
2801,rrf_rerank,0.613147,0.500000,0.500000,1.000000,1.000000
2856,bm25,0.000000,0.000000,0.000000,0.250000,0.000000
2856,dense,0.544557,0.500000,0.750000,1.000000,0.500000
2856,rrf,0.246302,0.250000,0.250000,1.000000,0.500000
2856,rrf_rerank,0.709527,0.750000,0.750000,1.000000,1.000000
2857,bm25,0.139056,0.000000,0.250000,0.500000,0.166667
2857,dense,0.585570,0.500000,0.500000,0.500000,1.000000
2857,rrf,0.390380,0.250000,0.250000,0.750000,1.000000
2857,rrf_rerank,0.130127,0.000000,0.250000,0.750000,0.142857
2880,bm25,1.000000,1.000000,1.000000,1.000000,1.000000
2880,dense,1.000000,1.000000,1.000000,1.000000,1.000000
2880,rrf,1.000000,1.000000,1.000000,1.000000,1.000000
2880,rrf_rerank,1.000000,1.000000,1.000000,1.000000,1.000000
2885,bm25,0.000000,0.000000,0.000000,0.000000,0.000000
2885,dense,0.000000,0.000000,0.000000,0.000000,0.000000
2885,rrf,0.000000,0.000000,0.000000,0.000000,0.000000
2885,rrf_rerank,0.000000,0.000000,0.000000,0.000000,0.000000
2891,bm25,1.000000,1.000000,1.000000,1.000000,1.000000
2891,dense,1.000000,1.000000,1.000000,1.000000,1.000000
2891,rrf,1.000000,1.000000,1.000000,1.000000,1.000000
2891,rrf_rerank,1.000000,1.000000,1.000000,1.000000,1.000000
2895,bm25,0.000000,0.000000,0.000000,0.000000,0.000000
2895,dense,0.000000,0.000000,0.000000,0.000000,0.000000
2895,rrf,0.000000,0.000000,0.000000,0.000000,0.000000
2895,rrf_rerank,0.000000,0.000000,0.000000,0.000000,0.000000
2903,bm25,0.000000,0.000000,0.000000,0.000000,0.000000
2903,dense,0.000000,0.000000,0.000000,1.000000,0.000000
2903,rrf,0.000000,0.000000,0.000000,1.000000,0.000000
2903,rrf_rerank,0.000000,0.000000,0.000000,1.000000,0.000000
2923,bm25,0.244258,0.200000,0.400000,0.600000,0.200000
2923,dense,0.853932,0.800000,0.800000,0.800000,1.000000
2923,rrf,0.684352,0.600000,0.600000,0.800000,1.000000
2923,rrf_rerank,0.508740,0.400000,0.400000,0.800000,1.000000
2964,bm25,0.000000,0.000000,0.000000,0.500000,0.000000
2964,dense,0.000000,0.000000,0.000000,1.000000,0.000000
2964,rrf,0.000000,0.000000,0.000000,1.000000,0.000000
2964,rrf_rerank,0.000000,0.000000,0.000000,1.000000,0.000000
2968,bm25,0.264068,0.500000,0.500000,1.000000,0.250000
2968,dense,1.000000,1.000000,1.000000,1.000000,1.000000
2968,rrf,0.877215,1.000000,1.000000,1.000000,1.000000
2968,rrf_rerank,0.806574,0.500000,1.000000,1.000000,1.000000
2994,bm25,0.000000,0.000000,0.000000,0.333333,0.000000
2994,dense,0.156426,0.000000,0.333333,0.333333,0.142857
2994,rrf,0.296082,0.333333,0.333333,0.333333,0.500000
2994,rrf_rerank,0.181542,0.333333,0.333333,0.333333,0.200000
3006,bm25,0.087472,0.000000,0.166667,0.166667,0.100000
3006,dense,0.302602,0.166667,0.166667,0.500000,1.000000
3006,rrf,0.130324,0.166667,0.166667,0.333333,0.250000
3006,rrf_rerank,0.190921,0.166667,0.166667,0.333333,0.500000
3008,bm25,0.000000,0.000000,0.000000,0.500000,0.000000
3008,dense,0.513531,0.250000,0.500000,0.750000,1.000000
3008,rrf,0.130127,0.000000,0.250000,0.500000,0.142857
3008,rrf_rerank,0.513531,0.250000,0.500000,0.500000,1.000000
3014,bm25,0.000000,0.000000,0.000000,0.500000,0.000000
3014,dense,0.613147,0.500000,0.500000,1.000000,1.000000
3014,rrf,0.613147,0.500000,0.500000,1.000000,1.000000
3014,rrf_rerank,0.386853,0.500000,0.500000,1.000000,0.500000
3033,bm25,0.000000,0.000000,0.000000,1.000000,0.000000
3033,dense,0.613147,0.500000,0.500000,1.000000,1.000000
3033,rrf,0.306574,0.500000,0.500000,1.000000,0.333333
3033,rrf_rerank,0.386853,0.500000,0.500000,1.000000,0.500000
3039,bm25,0.356207,0.000000,1.000000,1.000000,0.166667
3039,dense,0.356207,0.000000,1.000000,1.000000,0.166667
3039,rrf,0.430677,1.000000,1.000000,1.000000,0.250000
3039,rrf_rerank,1.000000,1.000000,1.000000,1.000000,1.000000
3049,bm25,0.168128,0.250000,0.250000,0.750000,0.250000
3049,dense,0.636682,0.500000,0.500000,1.000000,1.000000
3049,rrf,0.369454,0.250000,0.500000,1.000000,0.500000
3049,rrf_rerank,0.654245,0.500000,0.750000,1.000000,1.000000
3051,bm25,0.564092,0.500000,1.000000,1.000000,0.500000
3051,dense,1.000000,1.000000,1.000000,1.000000,1.000000
3051,rrf,0.919721,1.000000,1.000000,1.000000,1.000000
3051,rrf_rerank,1.000000,1.000000,1.000000,1.000000,1.000000
3067,bm25,0.000000,0.000000,0.000000,0.000000,0.000000
3067,dense,0.000000,0.000000,0.000000,1.000000,0.000000
3067,rrf,0.000000,0.000000,0.000000,0.500000,0.000000
3067,rrf_rerank,0.000000,0.000000,0.000000,0.500000,0.000000
3085,bm25,0.000000,0.000000,0.000000,0.000000,0.000000
3085,dense,0.605260,0.500000,1.000000,1.000000,0.500000
3085,rrf,0.000000,0.000000,0.000000,1.000000,0.000000
3085,rrf_rerank,0.386853,0.500000,0.500000,1.000000,0.500000
3091,bm25,0.118383,0.142857,0.142857,0.714286,0.250000
3091,dense,0.980377,0.571429,1.000000,1.000000,1.000000
3091,rrf,0.715324,0.428571,0.714286,1.000000,1.000000
3091,rrf_rerank,0.902087,0.714286,0.857143,1.000000,1.000000
3103,bm25,0.386853,1.000000,1.000000,1.000000,0.200000
3103,dense,1.000000,1.000000,1.000000,1.000000,1.000000
3103,rrf,0.630930,1.000000,1.000000,1.000000,0.500000
3103,rrf_rerank,0.630930,1.000000,1.000000,1.000000,0.500000
3115,bm25,0.493523,0.333333,0.333333,0.500000,1.000000
3115,dense,0.453904,0.333333,0.333333,0.500000,1.000000
3115,rrf,0.623847,0.500000,0.500000,0.500000,1.000000
3115,rrf_rerank,0.644824,0.500000,0.500000,0.500000,1.000000
3125,bm25,0.386853,1.000000,1.000000,1.000000,0.200000
3125,dense,1.000000,1.000000,1.000000,1.000000,1.000000
3125,rrf,1.000000,1.000000,1.000000,1.000000,1.000000
3125,rrf_rerank,0.630930,1.000000,1.000000,1.000000,0.500000
3148,bm25,0.553146,0.400000,0.400000,0.400000,1.000000
3148,dense,0.553146,0.400000,0.400000,0.600000,1.000000
3148,rrf,0.553146,0.400000,0.400000,0.400000,1.000000
3148,rrf_rerank,0.553146,0.400000,0.400000,0.400000,1.000000
3149,bm25,0.000000,0.000000,0.000000,0.500000,0.000000
3149,dense,0.193426,0.000000,0.500000,1.000000,0.125000
3149,rrf,0.000000,0.000000,0.000000,1.000000,0.000000
3149,rrf_rerank,0.000000,0.000000,0.000000,1.000000,0.000000
3177,bm25,0.181542,0.333333,0.333333,0.666667,0.200000
3177,dense,0.000000,0.000000,0.000000,1.000000,0.000000
3177,rrf,0.000000,0.000000,0.000000,1.000000,0.000000
3177,rrf_rerank,0.000000,0.000000,0.000000,1.000000,0.000000
3179,bm25,0.306574,0.500000,0.500000,1.000000,0.333333
3179,dense,0.613147,0.500000,0.500000,1.000000,1.000000
3179,rrf,0.613147,0.500000,0.500000,1.000000,1.000000
3179,rrf_rerank,0.264068,0.500000,0.500000,1.000000,0.250000
3186,bm25,0.806574,0.500000,1.000000,1.000000,1.000000
3186,dense,0.919721,1.000000,1.000000,1.000000,1.000000
3186,rrf,1.000000,1.000000,1.000000,1.000000,1.000000
3186,rrf_rerank,0.613147,0.500000,0.500000,1.000000,1.000000
3189,bm25,0.000000,0.000000,0.000000,0.500000,0.000000
3189,dense,0.000000,0.000000,0.000000,0.000000,0.000000
3189,rrf,0.000000,0.000000,0.000000,0.000000,0.000000
3189,rrf_rerank,0.000000,0.000000,0.000000,0.000000,0.000000
3254,bm25,0.469279,0.333333,0.333333,0.666667,1.000000
3254,dense,0.469279,0.333333,0.333333,0.666667,1.000000
3254,rrf,0.610546,0.333333,0.666667,0.666667,1.000000
3254,rrf_rerank,0.469279,0.333333,0.333333,0.666667,1.000000
3264,bm25,0.000000,0.000000,0.000000,0.750000,0.000000
3264,dense,0.636682,0.500000,0.500000,0.750000,1.000000
3264,rrf,0.698415,0.500000,0.750000,1.000000,1.000000
3264,rrf_rerank,0.715697,0.500000,0.750000,1.000000,1.000000
3357,bm25,1.000000,1.000000,1.000000,1.000000,1.000000
3357,dense,0.500000,1.000000,1.000000,1.000000,0.333333
3357,rrf,1.000000,1.000000,1.000000,1.000000,1.000000
3357,rrf_rerank,1.000000,1.000000,1.000000,1.000000,1.000000
3369,bm25,0.000000,0.000000,0.000000,0.333333,0.000000
3369,dense,0.000000,0.000000,0.000000,0.666667,0.000000
3369,rrf,0.000000,0.000000,0.000000,0.333333,0.000000
3369,rrf_rerank,0.000000,0.000000,0.000000,0.333333,0.000000
3394,bm25,0.000000,0.000000,0.000000,0.000000,0.000000
3394,dense,0.636682,0.500000,0.500000,0.500000,1.000000
3394,rrf,0.000000,0.000000,0.000000,0.500000,0.000000
3394,rrf_rerank,0.000000,0.000000,0.000000,0.500000,0.000000
34,bm25,0.000000,0.000000,0.000000,0.000000,0.000000
34,dense,0.000000,0.000000,0.000000,0.000000,0.000000
34,rrf,0.000000,0.000000,0.000000,0.000000,0.000000
34,rrf_rerank,0.000000,0.000000,0.000000,0.000000,0.000000
3404,bm25,0.000000,0.000000,0.000000,0.285714,0.000000
3404,dense,0.137438,0.142857,0.142857,0.571429,0.333333
3404,rrf,0.173428,0.142857,0.142857,0.571429,0.500000
3404,rrf_rerank,0.224152,0.142857,0.285714,0.571429,0.333333
3405,bm25,0.000000,0.000000,0.000000,1.000000,0.000000
3405,dense,0.301030,0.000000,1.000000,1.000000,0.111111
3405,rrf,0.000000,0.000000,0.000000,1.000000,0.000000
3405,rrf_rerank,0.315465,0.000000,1.000000,1.000000,0.125000
3446,bm25,0.252016,0.200000,0.400000,0.800000,0.200000
3446,dense,0.553146,0.400000,0.400000,1.000000,1.000000
3446,rrf,0.315648,0.400000,0.400000,1.000000,0.333333
3446,rrf_rerank,0.553146,0.400000,0.400000,1.000000,1.000000
3451,bm25,0.000000,0.000000,0.000000,0.285714,0.000000
3451,dense,0.274876,0.142857,0.142857,0.571429,1.000000
3451,rrf,0.000000,0.000000,0.000000,0.714286,0.000000
3451,rrf_rerank,0.174371,0.000000,0.285714,0.714286,0.142857
3453,bm25,0.306574,0.500000,0.500000,1.000000,0.333333
3453,dense,0.422790,0.000000,1.000000,1.000000,0.166667
3453,rrf,0.591235,0.500000,1.000000,1.000000,0.500000
3453,rrf_rerank,0.500000,0.500000,1.000000,1.000000,0.333333
3480,bm25,0.831872,0.750000,0.750000,0.750000,1.000000
3480,dense,1.000000,1.000000,1.000000,1.000000,1.000000
3480,rrf,0.982892,1.000000,1.000000,1.000000,1.000000
3480,rrf_rerank,1.000000,1.000000,1.000000,1.000000,1.000000
3490,bm25,0.000000,0.000000,0.000000,0.000000,0.000000
3490,dense,0.000000,0.000000,0.000000,1.000000,0.000000
3490,rrf,0.000000,0.000000,0.000000,1.000000,0.000000
3490,rrf_rerank,0.000000,0.000000,0.000000,1.000000,0.000000
3500,bm25,0.321245,0.333333,0.333333,0.500000,0.500000
3500,dense,0.286381,0.166667,0.333333,0.666667,0.500000
3500,rrf,0.429034,0.333333,0.500000,0.666667,0.500000
3500,rrf_rerank,0.493523,0.333333,0.333333,0.666667,1.000000
3503,bm25,0.197840,0.142857,0.285714,0.714286,0.250000
3503,dense,0.622299,0.571429,0.714286,1.000000,0.500000
3503,rrf,0.535585,0.571429,0.571429,1.000000,0.500000
3503,rrf_rerank,0.618331,0.571429,0.714286,1.000000,0.500000
3512,bm25,0.386853,0.500000,0.500000,0.500000,0.500000
3512,dense,1.000000,1.000000,1.000000,1.000000,1.000000
3512,rrf,0.613147,0.500000,0.500000,1.000000,1.000000
3512,rrf_rerank,0.850345,1.000000,1.000000,1.000000,1.000000
3528,bm25,0.289065,0.000000,1.000000,1.000000,0.100000
3528,dense,0.301030,0.000000,1.000000,1.000000,0.111111
3528,rrf,0.356207,0.000000,1.000000,1.000000,0.166667
3528,rrf_rerank,0.386853,1.000000,1.000000,1.000000,0.200000
3530,bm25,0.000000,0.000000,0.000000,0.333333,0.000000
3530,dense,0.469279,0.333333,0.333333,1.000000,1.000000
3530,rrf,0.296082,0.333333,0.333333,0.666667,0.500000
3530,rrf_rerank,0.469279,0.333333,0.333333,0.666667,1.000000
3534,bm25,0.000000,0.000000,0.000000,0.000000,0.000000
3534,dense,0.000000,0.000000,0.000000,0.000000,0.000000
3534,rrf,0.000000,0.000000,0.000000,0.000000,0.000000
3534,rrf_rerank,0.000000,0.000000,0.000000,0.000000,0.000000
3566,bm25,0.181542,0.333333,0.333333,0.333333,0.200000
3566,dense,0.202107,0.333333,0.333333,0.666667,0.250000
3566,rrf,0.296082,0.333333,0.333333,0.666667,0.500000
3566,rrf_rerank,0.469279,0.333333,0.333333,0.666667,1.000000
3569,bm25,0.000000,0.000000,0.000000,1.000000,0.000000
3569,dense,0.000000,0.000000,0.000000,1.000000,0.000000
3569,rrf,0.000000,0.000000,0.000000,1.000000,0.000000
3569,rrf_rerank,0.430677,1.000000,1.000000,1.000000,0.250000
3594,bm25,0.000000,0.000000,0.000000,0.250000,0.000000
3594,dense,0.787702,0.750000,0.750000,0.750000,1.000000
3594,rrf,0.151020,0.250000,0.250000,0.750000,0.200000
3594,rrf_rerank,0.385359,0.250000,0.500000,0.750000,0.500000
3612,bm25,0.000000,0.000000,0.000000,0.000000,0.000000
3612,dense,0.000000,0.000000,0.000000,0.250000,0.000000
3612,rrf,0.000000,0.000000,0.000000,0.250000,0.000000
3612,rrf_rerank,0.000000,0.000000,0.000000,0.250000,0.000000
3615,bm25,0.000000,0.000000,0.000000,1.000000,0.000000
3615,dense,0.693426,1.000000,1.000000,1.000000,0.500000
3615,rrf,0.510956,0.500000,1.000000,1.000000,0.333333
3615,rrf_rerank,0.571429,0.500000,1.000000,1.000000,0.500000
3625,bm25,0.000000,0.000000,0.000000,0.333333,0.000000
3625,dense,0.296082,0.333333,0.333333,0.333333,0.500000
3625,rrf,0.181542,0.333333,0.333333,0.333333,0.200000
3625,rrf_rerank,0.296082,0.333333,0.333333,0.333333,0.500000
3682,bm25,0.000000,0.000000,0.000000,0.500000,0.000000
3682,dense,0.000000,0.000000,0.000000,0.500000,0.000000
3682,rrf,0.000000,0.000000,0.000000,0.500000,0.000000
3682,rrf_rerank,0.000000,0.000000,0.000000,0.500000,0.000000
3683,bm25,0.151301,0.166667,0.166667,0.500000,0.333333
3683,dense,0.524494,0.333333,0.666667,0.833333,0.500000
3683,rrf,0.321245,0.333333,0.333333,0.833333,0.500000
3683,rrf_rerank,0.281625,0.333333,0.333333,0.833333,0.333333
3694,bm25,0.613147,0.500000,0.500000,0.500000,1.000000
3694,dense,0.613147,0.500000,0.500000,1.000000,1.000000
3694,rrf,0.613147,0.500000,0.500000,1.000000,1.000000
3694,rrf_rerank,0.306574,0.500000,0.500000,1.000000,0.333333
3724,bm25,0.000000,0.000000,0.000000,0.300000,0.000000
